Vertices,Edges_Prob,Max_Weight,Ops_Count,Tested_Solutions,Search_Time
476,0.5,472,15798,1,0.05581784248352051
476,0.75,825,70325,1,0.16791987419128418
477,0.125,195,2256,1,0.008284568786621094
477,0.25,281,4869,1,0.018457412719726562
477,0.5,431,15939,1,0.05577349662780762
477,0.75,787,69526,1,0.1668081283569336
478,0.125,188,2259,1,0.008684635162353516
478,0.25,260,4876,1,0.018657684326171875
478,0.5,441,15570,1,0.05424857139587402
478,0.75,773,65410,1,0.1601552963256836
479,0.125,208,2357,1,0.00841522216796875
479,0.25,284,4776,1,0.01845860481262207
479,0.5,428,15401,1,0.05470156669616699
479,0.75,773,66609,1,0.1617283821105957
480,0.125,197,2285,1,0.008430242538452148
480,0.25,260,4641,1,0.018445253372192383
480,0.5,426,16076,1,0.05669546127319336
480,0.75,796,68742,1,0.16590237617492676
481,0.125,192,2308,1,0.00883936882019043
481,0.25,270,4753,1,0.019324064254760742
481,0.5,441,16423,1,0.05678105354309082
481,0.75,834,77144,1,0.17398905754089355
482,0.125,209,2404,1,0.008249998092651367
482,0.25,269,4758,1,0.018486976623535156
482,0.5,442,16357,1,0.05686688423156738
482,0.75,832,74939,1,0.21344614028930664
483,0.125,202,2329,1,0.008378267288208008
483,0.25,281,4828,1,0.018973350524902344
483,0.5,418,16856,1,0.05926990509033203
483,0.75,808,70826,1,0.18019890785217285
484,0.125,204,2360,1,0.008570432662963867
484,0.25,268,4880,1,0.019222259521484375
484,0.5,420,15728,1,0.0577082633972168
484,0.75,775,72659,1,0.18090128898620605
485,0.125,213,2420,1,0.008613348007202148
485,0.25,272,4839,1,0.01901984214782715
485,0.5,451,16392,1,0.058605194091796875
485,0.75,797,67497,1,0.1709139347076416
486,0.125,205,2403,1,0.008420228958129883
486,0.25,275,4864,1,0.019049882888793945
486,0.5,464,17408,1,0.0590822696685791
486,0.75,820,68620,1,0.16915464401245117
487,0.125,200,2367,1,0.008692741394042969
487,0.25,273,4857,1,0.018872976303100586
487,0.5,424,17004,1,0.05744743347167969
487,0.75,790,71008,1,0.1695394515991211
488,0.125,196,2325,1,0.008612871170043945
488,0.25,246,4774,1,0.019351482391357422
488,0.5,448,16165,1,0.05758213996887207
488,0.75,806,67233,1,0.17092633247375488
489,0.125,195,2336,1,0.008545398712158203
489,0.25,269,4797,1,0.01874518394470215
489,0.5,447,16461,1,0.05743265151977539
489,0.75,827,68643,1,0.17325305938720703
490,0.125,194,2387,1,0.009069681167602539
490,0.25,274,4868,1,0.019701004028320312
490,0.5,442,16329,1,0.05734539031982422
490,0.75,844,72006,1,0.1734151840209961
491,0.125,200,2358,1,0.00864410400390625
491,0.25,313,4905,1,0.01902627944946289
491,0.5,420,16012,1,0.05796027183532715
491,0.75,814,70793,1,0.2006053924560547
492,0.125,196,2460,1,0.00873255729675293
492,0.25,261,4966,1,0.019250154495239258
492,0.5,426,16763,1,0.05884051322937012
492,0.75,835,76805,1,0.18166065216064453
493,0.125,189,2398,1,0.008756160736083984
493,0.25,272,4839,1,0.019644498825073242
493,0.5,481,17339,1,0.060051918029785156
493,0.75,855,77691,1,0.18086481094360352
494,0.125,204,2476,1,0.00914144515991211
494,0.25,255,4883,1,0.019249439239501953
494,0.5,434,16543,1,0.05964088439941406
494,0.75,839,73456,1,0.1795969009399414
495,0.125,201,2439,1,0.009047985076904297
495,0.25,267,4793,1,0.019425153732299805
495,0.5,451,16189,1,0.05863618850708008
495,0.75,827,67459,1,0.16864728927612305
496,0.125,214,2392,1,0.008925914764404297
496,0.25,259,4904,1,0.01898670196533203
496,0.5,427,16841,1,0.059137582778930664
496,0.75,816,73455,1,0.18065857887268066
497,0.125,200,2433,1,0.009002447128295898
497,0.25,253,4814,1,0.019665956497192383
497,0.5,437,16570,1,0.05908346176147461
497,0.75,814,75660,1,0.18278145790100098
498,0.125,202,2415,1,0.00921487808227539
498,0.25,261,4934,1,0.019637584686279297
498,0.5,424,16503,1,0.05872964859008789
498,0.75,843,75808,1,0.25066661834716797
499,0.125,207,2469,1,0.009386062622070312
499,0.25,263,5170,1,0.019997358322143555
499,0.5,429,16637,1,0.05981135368347168
499,0.75,803,72029,1,0.18027591705322266
500,0.125,209,2483,1,0.009319305419921875
500,0.25,278,5045,1,0.019501447677612305
500,0.5,428,17229,1,0.060608625411987305
500,0.75,788,67457,1,0.1768970489501953
